4877889317486551,VISA 13 digit,purchase,2024-03-17T14:56:00.000Z,USD,77175
588757704535,VISA 16 digit,purchase,2024-03-08T09:42:00.000Z,ARS,63436
372142138658000,VISA 16 digit,cash_advance,2024-02-21T08:30:00.000Z,COP,99622
2248605178616797,VISA 16 digit,purchase,2024-01-10T05:49:00.000Z,BRL,2434
4653076522269,VISA 16 digit,cash_advance,2024-02-16T06:42:00.000Z,CLP,263363
180027324289581,VISA 13 digit,purchase,2024-01-06T23:33:00.000Z,MEX,107261
3549483807695671,American Express,purchase,2024-02-28T05:42:00.000Z,CAD,39065
2640236097793097,JCB 16 digit,purchase,2024-03-22T14:51:00.000Z,USD,176221
4195969150665915399,JCB 15 digit,purchase,2024-03-28T08:11:00.000Z,ARS,136235
372536771167015,JCB 16 digit,cash_advance,2024-03-20T18:31:00.000Z,COP,3415
3516513114184032,VISA 13 digit,cash_advance,2024-02-15T11:21:00.000Z,BRL,291103
4277075910554,Discover,purchase,2024-01-16T05:45:00.000Z,CLP,186969
6011400890907906,VISA 13 digit,purchase,2024-03-11T06:47:00.000Z,MEX,275251
4087464502634900085,JCB 16 digit,purchase,2024-02-07T18:25:00.000Z,CAD,232919
3577834417016713,VISA 19 digit,purchase,2024-01-21T05:44:00.000Z,USD,185619
2717635516887679,Maestro,purchase,2024-01-25T12:09:00.000Z,ARS,151070
2711799553935829,American Express,purchase,2024-02-10T12:09:00.000Z,COP,230855
30454354610209,Maestro,purchase,2024-03-08T15:31:00.000Z,BRL,294722
572101134805,Diners Club / Carte Blanche,purchase,2024-02-25T01:54:00.000Z,CLP,259348
5357877857512759,Maestro,purchase,2024-03-28T07:58:00.000Z,MEX,124932
4008543948410884,JCB 16 digit,cash_advance,2024-03-15T08:25:00.000Z,CAD,299885
6567009802702301,VISA 16 digit,purchase,2024-01-17T02:23:00.000Z,USD,18017
3525203574080180,VISA 13 digit,cash_advance,2024-01-21T12:56:00.000Z,ARS,259614
4243436406158613,JCB 15 digit,purchase,2024-03-19T08:16:00.000Z,COP,166208
4901651226370734,Mastercard,purchase,2024-03-26T08:45:00.000Z,BRL,119977
4182476426800551495,American Express,purchase,2024-02-15T01:22:00.000Z,CLP,218078
30080140602141,JCB 15 digit,purchase,2024-01-12T12:12:00.000Z,MEX,265243
4596730856005,VISA 16 digit,purchase,2024-02-10T04:24:00.000Z,CAD,46611
370449217720698,VISA 16 digit,purchase,2024-03-15T21:07:00.000Z,USD,278434
6011505125767782,Mastercard,purchase,2024-02-23T01:44:00.000Z,ARS,68258
4813919133209,Discover,purchase,2024-01-12T16:17:00.000Z,COP,18786
30094298623924,VISA 13 digit,purchase,2024-03-03T00:19:00.000Z,BRL,193811
374791717441820,Maestro,purchase,2024-03-26T06:19:00.000Z,CLP,23138
5590702630800783,JCB 16 digit,purchase,2024-02-15T20:08:00.000Z,MEX,17873
6011864345307725,VISA 13 digit,purchase,2024-01-26T00:08:00.000Z,CAD,184679
30351999790539,American Express,purchase,2024-02-14T17:59:00.000Z,USD,291221
6585403912555931,JCB 16 digit,purchase,2024-03-04T05:04:00.000Z,ARS,121738
30510294580255,VISA 19 digit,purchase,2024-03-08T13:48:00.000Z,COP,35916
38725716711955,Maestro,purchase,2024-01-09T12:21:00.000Z,BRL,208254
676321001619,VISA 13 digit,purchase,2024-03-30T12:28:00.000Z,CLP,108397
4215728799023360900,Maestro,purchase,2024-02-18T14:12:00.000Z,MEX,177430
4889122718598,VISA 13 digit,purchase,2024-01-03T12:06:00.000Z,CAD,288209
4318393635273470278,American Express,purchase,2024-01-26T21:40:00.000Z,USD,204812
4550331959251582091,VISA 19 digit,purchase,2024-01-14T09:44:00.000Z,ARS,150119
4948681495384,Diners Club / Carte Blanche,purchase,2024-02-12T10:11:00.000Z,COP,291824
3576718418863838,JCB 15 digit,purchase,2024-03-26T01:39:00.000Z,BRL,43711
4825775039353154773,Discover,purchase,2024-03-01T16:45:00.000Z,CLP,86889
4805127401584,VISA 16 digit,purchase,2024-02-19T02:57:00.000Z,MEX,159773
4823875968152217,Mastercard,purchase,2024-01-08T06:05:00.000Z,CAD,9907
4144344885461336,VISA 16 digit,purchase,2024-01-19T03:18:00.000Z,USD,156106
3592155791496482,JCB 16 digit,purchase,2024-01-31T05:26:00.000Z,ARS,232053
6503134693644847,Diners Club / Carte Blanche,purchase,2024-02-29T07:58:00.000Z,COP,77782
4465488208378817,Mastercard,purchase,2024-01-24T04:48:00.000Z,BRL,165334
4720149016784510,Maestro,purchase,2024-02-01T06:34:00.000Z,CLP,283096
347931292879028,JCB 15 digit,purchase,2024-03-27T04:50:00.000Z,MEX,165430
4813050265596,Mastercard,purchase,2024-02-04T22:18:00.000Z,CAD,151627
30444510936903,Mastercard,purchase,2024-01-27T03:40:00.000Z,USD,228778
4035486696844,Mastercard,cash_advance,2024-02-26T09:18:00.000Z,ARS,60869
4304395236005,Maestro,purchase,2024-01-03T13:18:00.000Z,COP,146041
4366627266278134,Mastercard,purchase,2024-01-27T09:17:00.000Z,BRL,210937
5513950012393885,VISA 16 digit,purchase,2024-02-28T14:38:00.000Z,CLP,104435
4665149925593491612,JCB 16 digit,purchase,2024-03-26T12:29:00.000Z,MEX,79318
502090472684,JCB 15 digit,purchase,2024-03-22T20:45:00.000Z,CAD,230872
4760026906367,American Express,purchase,2024-02-24T22:21:00.000Z,USD,291630
345054284233401,VISA 19 digit,purchase,2024-01-30T14:23:00.000Z,ARS,173724
341668143652420,American Express,cash_advance,2024-01-01T14:39:00.000Z,COP,202732
577454067841,American Express,purchase,2024-03-17T05:09:00.000Z,BRL,85741
4848815435277289,VISA 16 digit,purchase,2024-03-26T13:57:00.000Z,CLP,79842
4797245072720,Diners Club / Carte Blanche,purchase,2024-02-25T04:04:00.000Z,MEX,54915
4069109098428910645,Mastercard,purchase,2024-01-11T20:03:00.000Z,CAD,284956
4608809263735275920,JCB 16 digit,purchase,2024-03-29T21:11:00.000Z,USD,209398
3502212534357056,VISA 16 digit,purchase,2024-01-28T04:16:00.000Z,ARS,15649
3553181153821148,VISA 16 digit,purchase,2024-02-08T14:34:00.000Z,COP,43332
4298321463636,Discover,cash_advance,2024-02-08T03:43:00.000Z,BRL,140430
2296303430433794,JCB 15 digit,purchase,2024-03-08T10:09:00.000Z,CLP,223666
630448632285,Diners Club / Carte Blanche,purchase,2024-01-23T16:57:00.000Z,MEX,9563
